steinb15.txt	530	462	15188	336	448	22845	354	462	25624	336	462	25741	333	424	122643	388
steinb15.txt	537	463	17650	342	460	36096	384	462	22255	333	462	19522	333	418	86178	365
steinb15.txt	543	462	12066	333	453	25997	359	462	24311	333	462	29112	336	419	145083	396
steinb15.txt	543	462	15040	336	458	25016	348	462	39777	336	462	35434	336	422	152343	387
steinb15.txt	532	453	10673	334	450	27549	340	452	25145	333	452	19748	333	412	129375	393
steinb15.txt	546	452	11923	333	451	27597	352	452	18639	333	452	17694	333	406	119049	366
steinb16.txt	540	275	20860	166	296	47927	210	280	36468	177	281	32138	180	237	166078	227
steinb16.txt	575	320	24869	169	301	43591	214	312	40952	165	313	34026	173	255	146989	236
steinb16.txt	526	299	21007	177	299	38993	224	291	27091	158	290	24702	169	246	128557	228
steinb16.txt	544	301	19387	165	304	33237	238	296	30709	165	299	26737	165	243	128995	223
steinb16.txt	580	308	20761	164	310	47245	203	304	33420	165	310	26092	177	242	132204	227
steinb16.txt	532	313	17269	173	318	39361	230	314	32692	165	311	32667	184	265	122442	240
