steinb2.txt	238	4228	86	228	9633	156	238	6886	86	238	4820	86	208	18524	159
steinb1.txt	203	3327	83	206	7735	110	203	3600	83	203	2801	89	179	26536	142
steinb1.txt	238	5978	89	238	14546	89	238	9908	83	238	9147	89	202	45411	163
steinb1.txt	238	4569	83	230	9924	104	238	5803	83	238	9015	83	207	21125	134
steinb1.txt	238	2993	89	214	10961	127	238	6813	89	238	6098	83	188	24043	115
steinb1.txt	227	8870	83	214	11353	95	227	14082	83	227	8633	89	165	32351	136
steinb1.txt	228	1690	83	222	6403	112	228	5811	89	228	4027	89	195	29541	130
steinb1.txt	203	3577	83	206	14502	135	203	6685	89	203	3797	83	182	21993	122
steinb2.txt	218	218	1209	99	174	7443	117	218	2237	99	218	2384	99	175	20855	115
steinb2.txt	222	182	1905	86	187	8609	128	183	5504	86	186	2235	86	173	21072	130
steinb2.txt	253	210	1673	96	207	6682	96	210	2611	86	213	2456	86	192	23633	135
steinb2.txt	254	210	2721	96	210	9448	116	210	3700	86	217	2664	86	191	21636	149
steinb2.txt	263	228	1992	96	228	8434	86	228	4412	96	228	4757	86	200	28104	121
steinb2.txt	272	228	3391	86	224	7170	100	228	5350	86	228	6671	86	204	20468	120
steinb2.txt	271	228	2269	96	230	6174	143	228	3196	96	228	3372	96	200	14404	143
steinb2.txt	262	228	1875	86	223	6624	125	228	4715	96	228	3486	86	208	13977	143
steinb2.txt	253	202	1348	86	200	9799	107	202	4321	86	202	4518	96	177	44407	136
steinb2.txt	253	202	3237	96	201	12660	110	202	4986	86	202	4428	96	183	31541	113
steinb3.txt	264	208	3888	144	199	14961	183	208	14375	144	208	16236	144	183	74134	182
steinb3.txt	272	217	3458	144	217	12829	204	217	7647	144	217	6654	145	180	24539	173
steinb3.txt	265	217	3244	144	208	7341	153	217	8982	145	217	14461	144	184	31044	182
steinb3.txt	268	217	3916	144	217	8650	162	217	9697	145	217	9983	144	183	24467	173
steinb3.txt	271	217	6677	144	218	13300	200	217	12136	144	217	13547	144	174	40968	161
steinb3.txt	259	217	4266	145	208	12457	166	217	11760	144	217	11572	145	182	34266	175
steinb3.txt	259	217	7587	144	211	12921	155	217	18241	144	217	17842	144	181	38828	172
steinb3.txt	260	217	5171	144	212	12154	163	217	10062	144	217	9522	144	186	45407	186
steinb3.txt	261	217	2559	144	217	7175	156	217	8776	145	217	11852	144	180	30494	166
steinb3.txt	253	217	6705	145	204	15817	173	217	16389	144	217	13612	145	182	39603	176
steinb4.txt	286	186	8114	63	179	16477	130	186	21559	63	186	14724	63	135	29992	103
steinb4.txt	270	177	6060	63	165	14926	111	177	12717	68	177	8181	63	142	18197	139
steinb4.txt	276	141	2519	63	131	7004	109	141	4753	68	141	4484	68	119	31304	118
steinb4.txt	277	141	5437	63	138	16206	108	141	10121	63	141	5950	63	120	25914	96
steinb4.txt	311	196	4852	68	174	8151	109	196	11910	63	196	9109	68	144	28713	132
steinb4.txt	282	147	2520	68	142	7516	79	147	5588	68	147	3746	68	118	20454	118
steinb4.txt	314	196	4599	63	178	8468	114	196	13244	68	196	14268	68	140	31270	138
steinb4.txt	292	186	3855	63	178	8007	121	186	7563	68	187	6892	63	141	17203	137
steinb4.txt	286	178	2881	59	177	7127	109	177	5975	63	177	5401	63	145	21139	125
steinb4.txt	297	186	3420	68	173	7572	83	186	6645	68	186	5262	63	148	24840	148
steinb5.txt	308	167	6767	68	143	10970	111	167	17284	68	167	13969	68	121	36518	118
steinb5.txt	266	137	7156	72	137	12076	114	137	5919	72	137	4950	68	110	27037	106
steinb5.txt	270	157	4710	68	137	14014	113	157	7823	68	157	5758	72	107	28540	104
steinb5.txt	236	137	3717	72	143	11546	134	137	5076	68	137	4213	68	108	19314	105
steinb5.txt	238	123	3696	68	121	13029	100	123	5973	68	123	4538	68	99	21526	94
steinb5.txt	245	123	2881	67	123	8551	99	123	4431	67	123	3990	68	102	33836	98
steinb5.txt	247	147	6725	72	130	11817	82	147	6982	68	147	12571	72	116	27398	112
steinb5.txt	217	108	2552	63	108	8454	63	108	4320	63	109	4005	67	86	30188	82
steinb5.txt	273	167	4186	68	139	9148	110	167	8178	72	167	6957	68	121	29662	116
steinb5.txt	270	167	5820	72	145	9697	119	167	10952	72	167	18804	72	116	40886	112
steinb6.txt	281	168	3203	130	159	12766	154	168	9592	133	168	4651	130	152	38955	151
steinb6.txt	290	168	6712	130	160	21706	146	168	7851	130	168	6265	133	148	42089	146
steinb6.txt	266	158	2543	130	160	9044	147	158	4014	133	158	2904	130	148	31224	146
steinb6.txt	267	159	2887	134	157	8316	150	158	3982	133	158	3084	130	147	30092	146
steinb6.txt	255	168	2899	130	165	8184	142	168	4854	130	168	4000	133	156	31205	154
steinb6.txt	268	168	2717	133	159	9474	141	168	5512	130	168	4290	130	150	27629	148
steinb5.txt	255	147	6447	68	142	15350	125	147	10577	68	147	8559	68	112	38530	107
steinb6.txt	274	158	4194	133	164	13753	152	158	6388	130	158	4645	133	148	51899	147
steinb6.txt	281	168	5720	133	161	14737	138	168	9542	133	168	9084	130	154	58014	152
steinb6.txt	267	158	4306	130	158	15348	141	158	6435	130	158	6214	130	146	49301	142
steinb7.txt	384	331	6872	128	321	9615	143	331	11566	128	331	10125	128	287	44525	212
steinb7.txt	364	254	7277	112	249	23013	178	254	13013	112	261	12644	112	215	84107	204
steinb7.txt	402	311	8470	128	298	24457	177	311	22304	128	319	19775	112	258	69378	215
steinb7.txt	269	269	2798	131	269	13935	131	269	3365	131	269	3248	131	269	23663	131
steinb7.txt	374	285	7304	112	284	21052	137	285	15549	112	285	13186	112	248	69618	203
steinb7.txt	398	302	7961	112	290	21688	181	302	14667	112	310	18849	112	246	67000	206
steinb7.txt	342	269	7838	127	265	19994	160	269	11582	127	270	11064	112	231	60652	190
steinb7.txt	383	277	9594	128	282	22418	149	277	17707	112	277	14850	128	227	77497	200
